"","bat1","bat2","dyad","known.kinship","wang_estimate","kinship","pop1","pop2","kinship2"
"6462","female13","r","female13_r",NA,-0.0639,-0.0639,"tole","tole",0
"6463","female14","r","female14_r",NA,0.1698,0.1698,"tole","tole",0.1698
"6464","female15","r","female15_r",NA,0.1483,0.1483,"tole","tole",0.1483
"6465","female16","r","female16_r",NA,0.0425,0.0425,"tole","tole",0.0425
"6466","female17","r","female17_r",NA,-0.211,-0.211,"tole","tole",0
"6467","female18","r","female18_r",NA,-0.012,-0.012,"tole","tole",0
"6468","female19","r","female19_r",NA,0.2446,0.2446,"tole","tole",0.2446
"6469","female5","r","female5_r",NA,6e-04,6e-04,"tole","tole",6e-04
"6470","female6","r","female6_r",NA,0.1599,0.1599,"tole","tole",0.1599
"6471","female7","r","female7_r",NA,0.1544,0.1544,"tole","tole",0.1544
"6472","female8","r","female8_r",NA,-0.0391,-0.0391,"tole","tole",0
"6473","female9","r","female9_r",NA,0.2351,0.2351,"tole","tole",0.2351
"6474","hilga","r","hilga_r",NA,-0.1599,-0.1599,"tole","tole",0
"6475","ld","r","ld_r",NA,0.1371,0.1371,"tole","tole",0.1371
"6476","ldc","r","ldc_r",NA,0.0157,0.0157,"tole","tole",0.0157
"6477","ldd","r","ldd_r",NA,-0.0204,-0.0204,"tole","tole",0
"6478","lds","r","lds_r",0.5,0.5784,0.5,"tole","tole",0.5
"6479","lsd","r","lsd_r",NA,-0.0385,-0.0385,"tole","tole",0
"6480","cat","r","cat_r",0,-0.044,0,"bci","tole",0
"6481","male16","r","male16_r",NA,0.2277,0.2277,"tole","tole",0.2277
"6482","male18","r","male18_r",NA,-0.2487,-0.2487,"tole","tole",0
"6483","male19","r","male19_r",NA,-0.0205,-0.0205,"tole","tole",0
"6484","male20","r","male20_r",NA,-0.1413,-0.1413,"tole","tole",0
"6485","male21","r","male21_r",NA,0.1047,0.1047,"tole","tole",0.1047
"6486","male25","r","male25_r",NA,-0.0749,-0.0749,"tole","tole",0
"6487","male26","r","male26_r",NA,0.0039,0.0039,"tole","tole",0.0039
"6488","male27","r","male27_r",NA,-0.1934,-0.1934,"tole","tole",0
"6489","male30","r","male30_r",NA,0.3622,0.3622,"tole","tole",0.3622
"6490","male31","r","male31_r",NA,-0.1867,-0.1867,"tole","tole",0
"6491","male32","r","male32_r",NA,0.0388,0.0388,"tole","tole",0.0388
"6492","male33","r","male33_r",NA,-0.1472,-0.1472,"tole","tole",0
"6493","male35","r","male35_r",NA,-0.1236,-0.1236,"tole","tole",0
"6494","male36","r","male36_r",NA,-0.2758,-0.2758,"tole","tole",0
"6495","male37","r","male37_r",NA,0.1368,0.1368,"tole","tole",0.1368
"6496","male38","r","male38_r",NA,0.5247,0.5247,"tole","tole",0.5
"6497","male39","r","male39_r",NA,-0.0427,-0.0427,"tole","tole",0
"6498","pup0","r","pup0_r",NA,-0.3357,-0.3357,"tole","tole",0
"6499","rc","r","r_rc",NA,-0.2694,-0.2694,"tole","tole",0
"6500","s","r","r_s",NA,-0.1274,-0.1274,"tole","tole",0
"6501","sc","r","r_sc",NA,-0.0945,-0.0945,"tole","tole",0
"6502","scs","r","r_scs",NA,-0.1721,-0.1721,"tole","tole",0
"6503","sd","r","r_sd",NA,0.0106,0.0106,"tole","tole",0.0106
"6504","six","r","r_six",0,-0.3415,0,"bci","tole",0
"6505","sld","r","r_sld",NA,-0.2338,-0.2338,"tole","tole",0
"6506","dos","r","dos_r",0,-0.2444,0,"bci","tole",0
"6507","ola","r","ola_r",0,-0.0653,0,"bci","tole",0
"6508","ss","r","r_ss",NA,-0.1961,-0.1961,"tole","tole",0
"6509","sss","r","r_sss",NA,-0.3508,-0.3508,"tole","tole",0
"6510","eve","r","eve_r",0,-0.0597,0,"bci","tole",0
"6511","no.band","r","no.band_r",NA,NA,0,"bci","tole",0
"6512","ddd","r","ddd_r",NA,NA,0,"bci","tole",0
"6513","bat9530","r","bat9530_r",NA,0.0161,0.0161,"tole","tole",0.0161
"6514","bat9532","r","bat9532_r",NA,-0.0803,-0.0803,"tole","tole",0
"6515","bat9533","r","bat9533_r",NA,-0.2721,-0.2721,"tole","tole",0
"6516","bat9535","r","bat9535_r",NA,-0.0898,-0.0898,"tole","tole",0
"6517","bat9536","r","bat9536_r",NA,0.0782,0.0782,"tole","tole",0.0782
"6518","bat9537","r","bat9537_r",NA,-0.0174,-0.0174,"tole","tole",0
"6519","bat9538","r","bat9538_r",NA,0.1349,0.1349,"tole","tole",0.1349
"6520","bat9539","r","bat9539_r",NA,-0.1024,-0.1024,"tole","tole",0
"6521","bat9540","r","bat9540_r",NA,0.0041,0.0041,"tole","tole",0.0041
"6522","bat9541","r","bat9541_r",NA,-0.0203,-0.0203,"tole","tole",0
"6523","bat9542","r","bat9542_r",NA,-0.0842,-0.0842,"tole","tole",0
"6524","bat9543","r","bat9543_r",NA,-0.1135,-0.1135,"tole","tole",0
"6525","bat9545","r","bat9545_r",NA,0.1542,0.1542,"tole","tole",0.1542
"6526","bat9546","r","bat9546_r",NA,-0.0869,-0.0869,"tole","tole",0
"6527","bat9547","r","bat9547_r",NA,-0.0268,-0.0268,"tole","tole",0
"6528","bat9548","r","bat9548_r",NA,-0.1611,-0.1611,"tole","tole",0
"6529","bat9549","r","bat9549_r",NA,0.2252,0.2252,"tole","tole",0.2252
"6530","bat9550","r","bat9550_r",NA,-0.0493,-0.0493,"tole","tole",0
"6531","bat9551","r","bat9551_r",NA,0.18,0.18,"tole","tole",0.18
"6532","bat9552","r","bat9552_r",NA,0.0355,0.0355,"tole","tole",0.0355
"6533","bat9553","r","bat9553_r",NA,0.2379,0.2379,"tole","tole",0.2379
"6534","bat9554","r","bat9554_r",NA,-0.0882,-0.0882,"tole","tole",0
"6535","bat9555","r","bat9555_r",NA,-0.0692,-0.0692,"tole","tole",0
"6536","bat9556","r","bat9556_r",NA,-0.002,-0.002,"tole","tole",0
"6537","bat9557","r","bat9557_r",NA,0.0048,0.0048,"tole","tole",0.0048
"6538","bat9558","r","bat9558_r",NA,0.1022,0.1022,"tole","tole",0.1022
"6539","bat9559","r","bat9559_r",NA,0.1051,0.1051,"tole","tole",0.1051
"6540","bat9561","r","bat9561_r",NA,0.0834,0.0834,"tole","tole",0.0834
"6541","bat9562","r","bat9562_r",NA,-0.0596,-0.0596,"tole","tole",0
"6542","bat9563","r","bat9563_r",NA,-0.0113,-0.0113,"tole","tole",0
"6543","bat9564","r","bat9564_r",NA,-0.1115,-0.1115,"tole","tole",0
"6544","bat9565","r","bat9565_r",NA,0.0981,0.0981,"tole","tole",0.0981
"6545","bat9566","r","bat9566_r",NA,0.0295,0.0295,"tole","tole",0.0295
"6546","bat9567","r","bat9567_r",NA,-0.2623,-0.2623,"tole","tole",0
"6547","bat9568","r","bat9568_r",NA,-0.1663,-0.1663,"tole","tole",0
"6548","bat9569","r","bat9569_r",NA,-0.1418,-0.1418,"tole","tole",0
"6549","bat9570","r","bat9570_r",NA,-0.323,-0.323,"tole","tole",0
"6550","bat9592","r","bat9592_r",NA,0.1464,0.1464,"tole","tole",0.1464
"6551","bat9593","r","bat9593_r",NA,-0.2262,-0.2262,"tole","tole",0
"6552","bat9594","r","bat9594_r",NA,-0.1403,-0.1403,"tole","tole",0
"6553","bat9595","r","bat9595_r",NA,-0.3831,-0.3831,"tole","tole",0
"6554","bat9596","r","bat9596_r",NA,-0.13,-0.13,"tole","tole",0
"6555","c","rc","c_rc",NA,0.2335,0.2335,"tole","tole",0.2335
"6556","cc","rc","cc_rc",NA,-0.1306,-0.1306,"tole","tole",0
"6557","ccc","rc","ccc_rc",NA,0.0753,0.0753,"tole","tole",0.0753
"6558","ccs","rc","ccs_rc",NA,0.3562,0.3562,"tole","tole",0.3562
"6559","cd","rc","cd_rc",NA,0.2448,0.2448,"tole","tole",0.2448
"6560","cs","rc","cs_rc",NA,0.264,0.264,"tole","tole",0.264
"6561","csc","rc","csc_rc",NA,0.1953,0.1953,"tole","tole",0.1953
"6562","d","rc","d_rc",NA,3e-04,3e-04,"tole","tole",3e-04
"6563","dcd","rc","dcd_rc",NA,0.2139,0.2139,"tole","tole",0.2139
"6564","dd","rc","dd_rc",NA,0.0276,0.0276,"tole","tole",0.0276
"6565","ddld","rc","ddld_rc",NA,0.1459,0.1459,"tole","tole",0.1459
"6566","ivy","rc","ivy_rc",0,-0.0983,0,"bci","tole",0
"6567","dld","rc","dld_rc",NA,-0.0125,-0.0125,"tole","tole",0
"6568","una","rc","rc_una",0,-0.1485,0,"bci","tole",0
"6569","tes","rc","rc_tes",0,-0.3385,0,"bci","tole",0
"6570","son.of.ola","rc","rc_son.of.ola",0,0.0649,0,"bci","tole",0
"6571","dr","rc","dr_rc",NA,0.351,0.351,"tole","tole",0.351
"6572","ds","rc","ds_rc",NA,0.2018,0.2018,"tole","tole",0.2018
"6573","female10","rc","female10_rc",NA,0.2174,0.2174,"tole","tole",0.2174
"6574","female12","rc","female12_rc",NA,0.1915,0.1915,"tole","tole",0.1915
"6575","female13","rc","female13_rc",NA,0.2717,0.2717,"tole","tole",0.2717
"6576","female14","rc","female14_rc",NA,0.0354,0.0354,"tole","tole",0.0354
"6577","female15","rc","female15_rc",NA,0.3759,0.3759,"tole","tole",0.3759
"6578","female16","rc","female16_rc",NA,0.0643,0.0643,"tole","tole",0.0643
"6579","female17","rc","female17_rc",NA,0.2099,0.2099,"tole","tole",0.2099
"6580","female18","rc","female18_rc",NA,0.3815,0.3815,"tole","tole",0.3815
"6581","female19","rc","female19_rc",NA,0.0878,0.0878,"tole","tole",0.0878
"6582","female5","rc","female5_rc",NA,0.0184,0.0184,"tole","tole",0.0184
"6583","female6","rc","female6_rc",NA,0.0911,0.0911,"tole","tole",0.0911
"6584","female7","rc","female7_rc",NA,0.1919,0.1919,"tole","tole",0.1919
"6585","female8","rc","female8_rc",NA,0.1587,0.1587,"tole","tole",0.1587
"6586","female9","rc","female9_rc",NA,0.0051,0.0051,"tole","tole",0.0051
"6587","hilga","rc","hilga_rc",0.5,0.3877,0.5,"tole","tole",0.5
"6588","ld","rc","ld_rc",NA,0.0654,0.0654,"tole","tole",0.0654
"6589","ldc","rc","ldc_rc",NA,-0.1501,-0.1501,"tole","tole",0
"6590","ldd","rc","ldd_rc",NA,0.2621,0.2621,"tole","tole",0.2621
"6591","lds","rc","lds_rc",NA,-0.0499,-0.0499,"tole","tole",0
"6592","lsd","rc","lsd_rc",NA,0.0358,0.0358,"tole","tole",0.0358
"6593","cat","rc","cat_rc",0,-0.3161,0,"bci","tole",0
"6594","male16","rc","male16_rc",NA,-0.0534,-0.0534,"tole","tole",0
"6595","male18","rc","male18_rc",NA,0.1255,0.1255,"tole","tole",0.1255
"6596","male19","rc","male19_rc",NA,-0.0362,-0.0362,"tole","tole",0
"6597","male20","rc","male20_rc",NA,-0.1092,-0.1092,"tole","tole",0
"6598","male21","rc","male21_rc",NA,0.1214,0.1214,"tole","tole",0.1214
"6599","male25","rc","male25_rc",NA,0.1364,0.1364,"tole","tole",0.1364
"6600","male26","rc","male26_rc",NA,0.1716,0.1716,"tole","tole",0.1716
"6601","male27","rc","male27_rc",NA,0.3406,0.3406,"tole","tole",0.3406
"6602","male30","rc","male30_rc",NA,0.1577,0.1577,"tole","tole",0.1577
"6603","male31","rc","male31_rc",NA,0.2223,0.2223,"tole","tole",0.2223
"6604","male32","rc","male32_rc",NA,0.1405,0.1405,"tole","tole",0.1405
"6605","male33","rc","male33_rc",NA,0.0515,0.0515,"tole","tole",0.0515
"6606","male35","rc","male35_rc",NA,0.3256,0.3256,"tole","tole",0.3256
"6607","male36","rc","male36_rc",NA,0.214,0.214,"tole","tole",0.214
"6608","male37","rc","male37_rc",NA,0.1865,0.1865,"tole","tole",0.1865
"6609","male38","rc","male38_rc",NA,-0.0362,-0.0362,"tole","tole",0
"6610","male39","rc","male39_rc",NA,-0.299,-0.299,"tole","tole",0
"6611","pup0","rc","pup0_rc",NA,0.3247,0.3247,"tole","tole",0.3247
"6612","r","rc","r_rc",NA,-0.2694,-0.2694,"tole","tole",0
"6613","s","rc","rc_s",NA,-0.2155,-0.2155,"tole","tole",0
"6614","sc","rc","rc_sc",NA,0.0466,0.0466,"tole","tole",0.0466
"6615","scs","rc","rc_scs",NA,0.2504,0.2504,"tole","tole",0.2504
"6616","sd","rc","rc_sd",NA,-0.1277,-0.1277,"tole","tole",0
"6617","six","rc","rc_six",0,-0.0817,0,"bci","tole",0
"6618","sld","rc","rc_sld",NA,0.0833,0.0833,"tole","tole",0.0833
"6619","dos","rc","dos_rc",0,-0.287,0,"bci","tole",0
"6620","ola","rc","ola_rc",0,0.0013,0,"bci","tole",0
"6621","ss","rc","rc_ss",NA,0.2857,0.2857,"tole","tole",0.2857
"6622","sss","rc","rc_sss",NA,0.0585,0.0585,"tole","tole",0.0585
"6623","eve","rc","eve_rc",0,-0.2026,0,"bci","tole",0
"6624","no.band","rc","no.band_rc",NA,NA,0,"bci","tole",0
"6625","ddd","rc","ddd_rc",NA,NA,0,"bci","tole",0
"6626","bat9530","rc","bat9530_rc",NA,-0.0945,-0.0945,"tole","tole",0
"6627","bat9532","rc","bat9532_rc",NA,-0.1557,-0.1557,"tole","tole",0
"6628","bat9533","rc","bat9533_rc",NA,-0.1895,-0.1895,"tole","tole",0
"6629","bat9535","rc","bat9535_rc",NA,-0.0136,-0.0136,"tole","tole",0
"6630","bat9536","rc","bat9536_rc",NA,-0.0089,-0.0089,"tole","tole",0
"6631","bat9537","rc","bat9537_rc",NA,-0.0133,-0.0133,"tole","tole",0
"6632","bat9538","rc","bat9538_rc",NA,0.3688,0.3688,"tole","tole",0.3688
"6633","bat9539","rc","bat9539_rc",NA,-0.16,-0.16,"tole","tole",0
"6634","bat9540","rc","bat9540_rc",NA,0.4074,0.4074,"tole","tole",0.4074
"6635","bat9541","rc","bat9541_rc",NA,0.2245,0.2245,"tole","tole",0.2245
"6636","bat9542","rc","bat9542_rc",NA,0.078,0.078,"tole","tole",0.078
"6637","bat9543","rc","bat9543_rc",NA,0.0843,0.0843,"tole","tole",0.0843
"6638","bat9545","rc","bat9545_rc",NA,0.1798,0.1798,"tole","tole",0.1798
"6639","bat9546","rc","bat9546_rc",NA,-0.0366,-0.0366,"tole","tole",0
"6640","bat9547","rc","bat9547_rc",NA,-0.1652,-0.1652,"tole","tole",0
"6641","bat9548","rc","bat9548_rc",NA,-0.1797,-0.1797,"tole","tole",0
"6642","bat9549","rc","bat9549_rc",NA,-0.1074,-0.1074,"tole","tole",0
"6643","bat9550","rc","bat9550_rc",NA,0.0427,0.0427,"tole","tole",0.0427
"6644","bat9551","rc","bat9551_rc",NA,0.2528,0.2528,"tole","tole",0.2528
"6645","bat9552","rc","bat9552_rc",NA,0.0246,0.0246,"tole","tole",0.0246
"6646","bat9553","rc","bat9553_rc",NA,-0.0945,-0.0945,"tole","tole",0
"6647","bat9554","rc","bat9554_rc",NA,0.1085,0.1085,"tole","tole",0.1085
"6648","bat9555","rc","bat9555_rc",NA,-0.0136,-0.0136,"tole","tole",0
"6649","bat9556","rc","bat9556_rc",NA,-0.1587,-0.1587,"tole","tole",0
"6650","bat9557","rc","bat9557_rc",NA,-0.1219,-0.1219,"tole","tole",0
"6651","bat9558","rc","bat9558_rc",NA,0.0774,0.0774,"tole","tole",0.0774
"6652","bat9559","rc","bat9559_rc",NA,0.2065,0.2065,"tole","tole",0.2065
"6653","bat9561","rc","bat9561_rc",NA,0.1028,0.1028,"tole","tole",0.1028
"6654","bat9562","rc","bat9562_rc",NA,-0.3673,-0.3673,"tole","tole",0
"6655","bat9563","rc","bat9563_rc",NA,0.1853,0.1853,"tole","tole",0.1853
"6656","bat9564","rc","bat9564_rc",NA,0.1912,0.1912,"tole","tole",0.1912
"6657","bat9565","rc","bat9565_rc",NA,0.2551,0.2551,"tole","tole",0.2551
"6658","bat9566","rc","bat9566_rc",NA,-0.0305,-0.0305,"tole","tole",0
"6659","bat9567","rc","bat9567_rc",NA,-0.0476,-0.0476,"tole","tole",0
"6660","bat9568","rc","bat9568_rc",NA,0.1556,0.1556,"tole","tole",0.1556
"6661","bat9569","rc","bat9569_rc",NA,0.1701,0.1701,"tole","tole",0.1701
"6662","bat9570","rc","bat9570_rc",NA,0.0636,0.0636,"tole","tole",0.0636
"6663","bat9592","rc","bat9592_rc",NA,0.1297,0.1297,"tole","tole",0.1297
"6664","bat9593","rc","bat9593_rc",NA,0.4159,0.4159,"tole","tole",0.4159
"6665","bat9594","rc","bat9594_rc",NA,0.251,0.251,"tole","tole",0.251
"6666","bat9595","rc","bat9595_rc",NA,0.0858,0.0858,"tole","tole",0.0858
"6667","bat9596","rc","bat9596_rc",NA,0.06,0.06,"tole","tole",0.06
"6668","c","s","c_s",NA,0.0124,0.0124,"tole","tole",0.0124
"6669","cc","s","cc_s",NA,0.216,0.216,"tole","tole",0.216
"6670","ccc","s","ccc_s",NA,0.2104,0.2104,"tole","tole",0.2104
"6671","ccs","s","ccs_s",NA,-0.0679,-0.0679,"tole","tole",0
"6672","cd","s","cd_s",NA,-0.3086,-0.3086,"tole","tole",0
"6673","cs","s","cs_s",NA,-0.3346,-0.3346,"tole","tole",0
"6674","csc","s","csc_s",NA,0.052,0.052,"tole","tole",0.052
"6675","d","s","d_s",NA,0.0593,0.0593,"tole","tole",0.0593
"6676","dcd","s","dcd_s",NA,-0.161,-0.161,"tole","tole",0
"6677","dd","s","dd_s",NA,-0.1997,-0.1997,"tole","tole",0
"6678","ddld","s","ddld_s",NA,-0.0187,-0.0187,"tole","tole",0
"6679","ivy","s","ivy_s",0,-0.1686,0,"bci","tole",0
"6680","dld","s","dld_s",NA,-0.2647,-0.2647,"tole","tole",0
"6681","una","s","s_una",0,-0.1485,0,"bci","tole",0
"6682","tes","s","s_tes",0,0.0349,0,"bci","tole",0
"6683","son.of.ola","s","s_son.of.ola",0,-0.381,0,"bci","tole",0
"6684","dr","s","dr_s",NA,-0.2462,-0.2462,"tole","tole",0
"6685","ds","s","ds_s",NA,-0.225,-0.225,"tole","tole",0
"6686","female10","s","female10_s",NA,-0.0996,-0.0996,"tole","tole",0
"6687","female12","s","female12_s",NA,-0.1593,-0.1593,"tole","tole",0
"6688","female13","s","female13_s",NA,-0.3251,-0.3251,"tole","tole",0
"6689","female14","s","female14_s",NA,-0.1192,-0.1192,"tole","tole",0
"6690","female15","s","female15_s",NA,-0.3063,-0.3063,"tole","tole",0
"6691","female16","s","female16_s",NA,-0.1522,-0.1522,"tole","tole",0
"6692","female17","s","female17_s",NA,-0.3457,-0.3457,"tole","tole",0
"6693","female18","s","female18_s",NA,0.0036,0.0036,"tole","tole",0.0036
"6694","female19","s","female19_s",NA,-0.0377,-0.0377,"tole","tole",0
"6695","female5","s","female5_s",NA,-0.0497,-0.0497,"tole","tole",0
"6696","female6","s","female6_s",NA,-0.0264,-0.0264,"tole","tole",0
"6697","female7","s","female7_s",NA,0.1068,0.1068,"tole","tole",0.1068
"6698","female8","s","female8_s",NA,0.0099,0.0099,"tole","tole",0.0099
"6699","female9","s","female9_s",NA,-0.1161,-0.1161,"tole","tole",0
"6700","hilga","s","hilga_s",NA,-0.378,-0.378,"tole","tole",0
"6701","ld","s","ld_s",NA,-0.2793,-0.2793,"tole","tole",0
"6702","ldc","s","ldc_s",NA,-0.0579,-0.0579,"tole","tole",0
"6703","ldd","s","ldd_s",NA,-0.1453,-0.1453,"tole","tole",0
"6704","lds","s","lds_s",NA,0.0491,0.0491,"tole","tole",0.0491
"6705","lsd","s","lsd_s",NA,-0.3058,-0.3058,"tole","tole",0
"6706","cat","s","cat_s",0,-0.105,0,"bci","tole",0
"6707","male16","s","male16_s",NA,-0.005,-0.005,"tole","tole",0
"6708","male18","s","male18_s",NA,0.0634,0.0634,"tole","tole",0.0634
"6709","male19","s","male19_s",NA,-0.0524,-0.0524,"tole","tole",0
"6710","male20","s","male20_s",NA,0.0193,0.0193,"tole","tole",0.0193
"6711","male21","s","male21_s",NA,-0.0284,-0.0284,"tole","tole",0
"6712","male25","s","male25_s",NA,-0.0688,-0.0688,"tole","tole",0
"6713","male26","s","male26_s",NA,0.1649,0.1649,"tole","tole",0.1649
"6714","male27","s","male27_s",NA,-0.0241,-0.0241,"tole","tole",0
"6715","male30","s","male30_s",NA,-0.1741,-0.1741,"tole","tole",0
"6716","male31","s","male31_s",NA,-0.2489,-0.2489,"tole","tole",0
"6717","male32","s","male32_s",NA,-0.0588,-0.0588,"tole","tole",0
"6718","male33","s","male33_s",NA,0.0309,0.0309,"tole","tole",0.0309
"6719","male35","s","male35_s",NA,0.0653,0.0653,"tole","tole",0.0653
"6720","male36","s","male36_s",NA,-0.5327,-0.5327,"tole","tole",0
"6721","male37","s","male37_s",NA,-0.0349,-0.0349,"tole","tole",0
"6722","male38","s","male38_s",NA,-0.169,-0.169,"tole","tole",0
"6723","male39","s","male39_s",NA,-0.2538,-0.2538,"tole","tole",0
"6724","pup0","s","pup0_s",NA,-0.2576,-0.2576,"tole","tole",0
"6725","r","s","r_s",NA,-0.1274,-0.1274,"tole","tole",0
"6726","rc","s","rc_s",NA,-0.2155,-0.2155,"tole","tole",0
"6727","sc","s","s_sc",NA,0.1007,0.1007,"tole","tole",0.1007
"6728","scs","s","s_scs",NA,-0.197,-0.197,"tole","tole",0
"6729","sd","s","s_sd",NA,-0.4652,-0.4652,"tole","tole",0
"6730","six","s","s_six",0,-0.4583,0,"bci","tole",0
"6731","sld","s","s_sld",NA,0.0651,0.0651,"tole","tole",0.0651
"6732","dos","s","dos_s",0,-0.3231,0,"bci","tole",0
"6733","ola","s","ola_s",0,-0.3805,0,"bci","tole",0
"6734","ss","s","s_ss",NA,0.0487,0.0487,"tole","tole",0.0487
"6735","sss","s","s_sss",NA,-0.1933,-0.1933,"tole","tole",0
"6736","eve","s","eve_s",0,-0.3232,0,"bci","tole",0
"6737","no.band","s","no.band_s",NA,NA,0,"bci","tole",0
"6738","ddd","s","ddd_s",NA,NA,0,"bci","tole",0
"6739","bat9530","s","bat9530_s",NA,-0.1582,-0.1582,"tole","tole",0
"6740","bat9532","s","bat9532_s",NA,0.0332,0.0332,"tole","tole",0.0332
"6741","bat9533","s","bat9533_s",NA,0.0273,0.0273,"tole","tole",0.0273
"6742","bat9535","s","bat9535_s",NA,-0.4456,-0.4456,"tole","tole",0
"6743","bat9536","s","bat9536_s",NA,-0.3401,-0.3401,"tole","tole",0
"6744","bat9537","s","bat9537_s",NA,-0.0532,-0.0532,"tole","tole",0
"6745","bat9538","s","bat9538_s",NA,0.0847,0.0847,"tole","tole",0.0847
"6746","bat9539","s","bat9539_s",NA,-0.3179,-0.3179,"tole","tole",0
"6747","bat9540","s","bat9540_s",NA,-0.0726,-0.0726,"tole","tole",0
"6748","bat9541","s","bat9541_s",NA,0.1546,0.1546,"tole","tole",0.1546
"6749","bat9542","s","bat9542_s",NA,-0.1133,-0.1133,"tole","tole",0
"6750","bat9543","s","bat9543_s",NA,-0.0646,-0.0646,"tole","tole",0
"6751","bat9545","s","bat9545_s",NA,-0.2878,-0.2878,"tole","tole",0
"6752","bat9546","s","bat9546_s",NA,-0.2511,-0.2511,"tole","tole",0
"6753","bat9547","s","bat9547_s",NA,-0.0845,-0.0845,"tole","tole",0
"6754","bat9548","s","bat9548_s",NA,-0.2161,-0.2161,"tole","tole",0
"6755","bat9549","s","bat9549_s",NA,0.0842,0.0842,"tole","tole",0.0842
"6756","bat9550","s","bat9550_s",NA,0.1842,0.1842,"tole","tole",0.1842
"6757","bat9551","s","bat9551_s",NA,-0.0658,-0.0658,"tole","tole",0
"6758","bat9552","s","bat9552_s",NA,-0.249,-0.249,"tole","tole",0
"6759","bat9553","s","bat9553_s",NA,-0.0242,-0.0242,"tole","tole",0
"6760","bat9554","s","bat9554_s",NA,-0.3687,-0.3687,"tole","tole",0
"6761","bat9555","s","bat9555_s",NA,-0.1224,-0.1224,"tole","tole",0
"6762","bat9556","s","bat9556_s",NA,-0.0303,-0.0303,"tole","tole",0
"6763","bat9557","s","bat9557_s",NA,-0.0865,-0.0865,"tole","tole",0
"6764","bat9558","s","bat9558_s",NA,-0.0282,-0.0282,"tole","tole",0
"6765","bat9559","s","bat9559_s",NA,0.1035,0.1035,"tole","tole",0.1035
"6766","bat9561","s","bat9561_s",NA,-0.0305,-0.0305,"tole","tole",0
"6767","bat9562","s","bat9562_s",NA,-0.2272,-0.2272,"tole","tole",0
"6768","bat9563","s","bat9563_s",NA,-0.233,-0.233,"tole","tole",0
"6769","bat9564","s","bat9564_s",NA,0.0727,0.0727,"tole","tole",0.0727
"6770","bat9565","s","bat9565_s",NA,-0.1082,-0.1082,"tole","tole",0
"6771","bat9566","s","bat9566_s",NA,0.2877,0.2877,"tole","tole",0.2877
"6772","bat9567","s","bat9567_s",NA,-0.0232,-0.0232,"tole","tole",0
"6773","bat9568","s","bat9568_s",NA,-0.059,-0.059,"tole","tole",0
"6774","bat9569","s","bat9569_s",NA,-0.3575,-0.3575,"tole","tole",0
"6775","bat9570","s","bat9570_s",NA,-0.0656,-0.0656,"tole","tole",0
